"name","source","native","description","query","agepcd","intersections","p_uncorrected","p_fdr","enrichment_ratio","color","top5_GO.BP","top5_GO.CC","top5_GO.MF","p_fdr_age"
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd510",510,"['WTIP', 'ZFP69', 'MED12', 'MEIS2', 'LIME1', 'CDCA7L', 'MYBL2', 'HEXB', 'NFKBIZ', 'GLI2', 'DACH1', 'TPR', 'ALK', 'NELFB', 'NUP98', 'TFAP2D', 'MAPK8IP1', 'NOTCH1', 'PARP1', 'CHEK2', 'BHLHE40', 'LMO3', 'INTS8', 'POU3F3', 'ZNF404', 'ZSCAN9', 'ETV3', 'GRHL1', 'RIPK2', 'CDK6', 'TNKS', 'DEPDC1', 'HES1', 'TWIST2', 'WNT7A', 'GLI1', 'CENPF', 'HGF', 'VGLL4', 'PPARG', 'ZNF592', 'GREM1', 'FHL3', 'WWP1', 'MAFK', 'ZNF229', 'THAP9', 'FOXN4']",0.555358967933365,0.702499544462493,0.990743814823176,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd571",571,"['CENPF', 'DDN', 'PPID', 'PARP1', 'TPR', 'AKIRIN2', 'PRKCQ', 'CDK6', 'RIPK2', 'ZNF112', 'WWC1', 'ETV3', 'KLF13', 'NFKBIZ', 'NRIP2', 'INTS8', 'GLI1', 'KAT5', 'LMO3', 'TFAP2D', 'SUPT3H', 'HGF', 'NELFB', 'GRHL1', 'WWP1', 'ALK', 'GREM1', 'MAPK8IP1', 'ZNF229', 'TNKS', 'FHL3', 'TWIST2', 'ZNF592', 'FOXN4', 'THAP9', 'VGLL4', 'MAFK', 'PPARG']",0.932861134060774,0.948699573590841,0.819410915952163,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd632",632,"['ZBTB46', 'ETV3', 'WWC1', 'RIPK2', 'DDN', 'TFAP2D', 'NLK', 'NFKBIZ', 'WWP1', 'HGF', 'CHP1', 'PPID', 'ERBB4', 'AKIRIN2', 'PRKCQ', 'ZNF229', 'FOXN4', 'SUPT3H', 'LMO3', 'THAP9', 'GRHL1', 'KLF13', 'GREM1', 'NELFB', 'FHL3', 'KAT5', 'ZNF592', 'MAFK', 'TNKS', 'TWIST2', 'ALK', 'MAPK8IP1', 'VGLL4', 'PPARG']",0.994231884654895,0.996819192611177,0.701776868833083,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd693",693,"['ZBTB46', 'PPID', 'NLK', 'CIB1', 'ERBB4', 'OVOL2', 'RIPK2', 'CAMK2A', 'SUPT3H', 'NELFB', 'DDN', 'GRHL1', 'FHL3', 'PRKCQ', 'MAFK', 'AKIRIN2', 'CHP1', 'LMO3', 'GREM1', 'ZNF592', 'VGLL4', 'KAT5', 'KLF13', 'TWIST2', 'ALK', 'TNKS', 'MAPK8IP1', 'PPARG']",0.999931916865731,0.999998648507093,0.56260988726859,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd754",754,"['ATOH7', 'CAMK2A', 'ABCG4', 'ZBTB46', 'HEXB', 'PBX1', 'WNT10B', 'RIPK2', 'SUPT3H', 'CIB1', 'AKIRIN2', 'OVOL2', 'KAT5', 'ADCYAP1', 'DDN', 'ZNF592', 'GAL', 'PRKCQ', 'CHP1', 'LHX6', 'KLF13', 'GREM1', 'LMO3', 'TWIST2', 'ALK', 'TNKS', 'PPARG', 'MAPK8IP1']",0.999951067818562,0.999990558139133,0.556288427861078,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd815",815,"['NR2F2', 'CIC', 'FOXP2', 'EGFR', 'RUNX1T1', 'ATXN7', 'UHRF1', 'MYC', 'CTNNB1', 'MED21', 'CITED1', 'SPHK1', 'DNMT3A', 'IRF2BP2', 'E2F2', 'BCL3', 'MYT1L', 'SMAD7', 'POU3F2', 'TRERF1', 'BAZ1A', 'DHX33', 'SFRP2', 'ZNF800', 'ZEB1', 'NAB1', 'MAP3K5', 'TCF4', 'ZNF43', 'DBP', 'ZNF836', 'ZBTB18', 'DDX21', 'ETV4', 'LPIN1', 'ASCL1', 'MKX', 'CAMK1D', 'TSHZ3', 'NCOR2', 'ZNF703', 'ATRX', 'BIRC5', 'RFX2', 'NEUROD2', 'PCNA', 'NFIB', 'ZNF524', 'SOX21', 'PHIP', 'LMO1', 'PKNOX2', 'CHD4', 'ZNF697', 'HES1', 'CREBBP', 'BCL11A', 'SSBP3', 'AGT', 'ZBTB10', 'AIM2', 'ZNF467', 'TOX', 'TLE1', 'POU2F2', 'ADCY8', 'ARID1B', 'NR2F1', 'MET', 'RORB', 'DMRTA2', 'AUTS2', 'TAL2']",8.09420298869632e-05,0.0516745918478341,1.51264198485495,1,0,0,0,0.000299961640169334
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd876",876,"['AURKB', 'BCOR', 'SOX2', 'NFKBIA', 'STAT5B', 'ZFHX4', 'MAML3', 'FOXG1', 'CIC', 'BAZ1A', 'DBP', 'BRPF1', 'RFX2', 'ZEB1', 'DHX33', 'ZNF43', 'BIRC5', 'IRF2BP2', 'ZBTB7A', 'ZNF503', 'NCOA2', 'NR2F2', 'ATXN7', 'UHRF1', 'DNMT3A', 'PLCB1', 'TSHZ3', 'ZNF524', 'MAP3K5', 'NEUROD2', 'SMAD7', 'NAB1', 'TCF4', 'THRB', 'TRERF1', 'ETV4', 'DDX21', 'SFRP2', 'LMO1', 'NFIB', 'ZNF703', 'MYT1L', 'POU3F2', 'PHIP', 'LPIN1', 'ZBTB18', 'ASCL1', 'CAMK1D', 'ZNF836', 'SOX21', 'BCL11A', 'MKX', 'NCOR2', 'ATRX', 'PCNA', 'ZNF800', 'PKNOX2', 'AGT', 'HES1', 'SSBP3', 'ZBTB10', 'CREBBP', 'ADCY8', 'TOX', 'TAL2', 'CHD4', 'ARID1B', 'ZNF467', 'AIM2', 'TLE1', 'POU2F2', 'ZNF697', 'DMRTA2', 'NR2F1', 'RORB', 'MET', 'AUTS2']",7.55124150524969e-06,0.00654390588844938,1.58931820294551,1,1,0,0,6.79611735472472e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd937",937,"['TENM2', 'TOX3', 'MAML3', 'ARID1A', 'CSRNP3', 'SRCAP', 'ZFPM2', 'ZBTB7C', 'ZNF524', 'SOX1', 'SOX2', 'FOXG1', 'ZEB1', 'STAT5B', 'CIC', 'ZNF43', 'IRF2BP2', 'LMO1', 'BCOR', 'DHX33', 'NEUROD2', 'TSHZ3', 'NFIB', 'BRPF1', 'SMARCA2', 'ZNF503', 'UHRF1', 'ZBTB7A', 'TCF4', 'PHIP', 'ETV4', 'NAB1', 'ZNF703', 'DDX21', 'MAP3K5', 'SMAD7', 'DNMT3A', 'ATXN7', 'TRERF1', 'NR2F2', 'SFRP2', 'SOX21', 'BCL11A', 'LPIN1', 'PLCB1', 'MYT1L', 'CAMK1D', 'TAL2', 'ZBTB18', 'POU3F2', 'NCOA2', 'ASCL1', 'PCNA', 'ZNF836', 'NCOR2', 'THRB', 'MKX', 'AGT', 'ZBTB10', 'ADCY8', 'ATRX', 'HES1', 'SSBP3', 'ARID1B', 'ZNF800', 'PKNOX2', 'TLE1', 'AIM2', 'TOX', 'CREBBP', 'POU2F2', 'ZNF467', 'DMRTA2', 'RORB', 'CHD4', 'AUTS2', 'NR2F1', 'MET', 'ZNF697']",1.14874966673643e-06,0.000797907315179672,1.64985824084276,1,1,0,0,2.15248280125415e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd998",998,"['ZEB1', 'PRNP', 'MAML3', 'ZNF43', 'TENM2', 'SOX2', 'IRF2BP2', 'STAT5B', 'FOXG1', 'ZFPM2', 'ARID1A', 'CIC', 'BAHD1', 'TOX3', 'NEUROD2', 'NFIB', 'SOX1', 'TAL2', 'SRCAP', 'DHX33', 'PHIP', 'CSRNP3', 'TSHZ3', 'DDX21', 'ZBTB7C', 'BCOR', 'TCF4', 'ZNF703', 'NAB1', 'UHRF1', 'ETV4', 'BCL11A', 'ZBTB7A', 'ZNF503', 'SOX21', 'SMAD7', 'TRERF1', 'MAP3K5', 'DNMT3A', 'BRPF1', 'PCNA', 'ATXN7', 'SFRP2', 'LPIN1', 'NR2F2', 'MYT1L', 'CAMK1D', 'SMARCA2', 'ADCY8', 'ZNF836', 'ZBTB10', 'ZBTB18', 'HES1', 'AGT', 'ASCL1', 'PLCB1', 'ARID1B', 'POU3F2', 'NCOR2', 'TLE1', 'ATRX', 'AIM2', 'TOX', 'MKX', 'SSBP3', 'NCOA2', 'POU2F2', 'PKNOX2', 'THRB', 'ZNF800', 'CREBBP', 'DMRTA2', 'ZNF467', 'RORB', 'AUTS2', 'NR2F1', 'CHD4', 'MET', 'ZNF697']",1.36665574682803e-06,0.000845889540158956,1.64338820852573,1,1,0,0,2.15248280125415e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd1179",1179,"['TENM2', 'BHLHE23', 'PHIP', 'STAT5B', 'KLF9', 'BHLHE22', 'DDX21', 'SRCAP', 'ZNF703', 'ZFPM2', 'DHX33', 'NAB1', 'IRF2BP2', 'TSC22D4', 'ZNF836', 'PEG3', 'TCF4', 'FOXG1', 'CIC', 'SOX2', 'ARID1A', 'ELK1', 'TSHZ3', 'SOX21', 'SOX1', 'PRNP', 'TOX3', 'BCL11A', 'NR1D1', 'UHRF1', 'BCOR', 'ZBTB10', 'ZNF503', 'ZBTB7C', 'ETV4', 'ADCY8', 'BRPF1', 'POU3F3', 'SMAD7', 'MAP3K5', 'SFRP2', 'ZBTB7A', 'AIM2', 'TRERF1', 'ATXN7', 'DNMT3A', 'ARID1B', 'LPIN1', 'CAMK1D', 'NCOR2', 'TLE1', 'MYT1L', 'ASCL1', 'CPEB3', 'CSRNP3', 'POU2F2', 'RORB', 'ZNF467', 'ATRX', 'DMRTA2', 'CREBBP', 'AGT', 'NR2F2', 'PKNOX2', 'PLCB1', 'AUTS2', 'SSBP3', 'SMARCA2', 'ZBTB18', 'POU3F2', 'TOX', 'MKX', 'ZNF800', 'THRB', 'ZNF697', 'CHD4', 'NCOA2', 'MET', 'NR2F1']",1.30207582548231e-05,0.00562757171773456,1.55785871068424,1,0,0,0,0.000102538471256732
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd1361",1361,"['NCK2', 'ACVR1B', 'NFKBIA', 'DDX21', 'NCOR2', 'BRPF1', 'SOX21', 'ZNF217', 'STAT5B', 'UHRF1', 'DHX33', 'ZBTB7A', 'BCOR', 'BHLHE23', 'FOXQ1', 'NAB1', 'CIC', 'BCL11A', 'ZNF503', 'TSHZ3', 'MALT1', 'KLF9', 'ARID1A', 'AIM2', 'PEG3', 'BHLHE22', 'ZFPM2', 'SOX2', 'CAMK1D', 'PRNP', 'LPIN1', 'ZNF703', 'ZBTB10', 'TCF4', 'SOX1', 'ATRX', 'POU2F2', 'MYT1L', 'FOXG1', 'ZBTB7C', 'IRF2BP2', 'ARID1B', 'DNMT3A', 'SMAD7', 'TRERF1', 'ATXN7', 'PKNOX2', 'ELK1', 'SRCAP', 'ADCY8', 'ASCL1', 'ETV4', 'DLX6', 'TOX3', 'SFRP2', 'RORB', 'ZNF697', 'ZNF467', 'NR1D1', 'TLE1', 'CREBBP', 'CSRNP3', 'SSBP3', 'CPEB3', 'MAP3K5', 'NR2F2', 'PLCB1', 'MKX', 'SMARCA2', 'DMRTA2', 'AUTS2', 'THRB', 'AGT', 'CHD4', 'POU3F3', 'TOX', 'ZBTB18', 'ZNF800', 'MET', 'POU3F2', 'NCOA2', 'NR2F1']",5.45201376321337e-06,0.00433044635358973,1.57600657862195,1,1,0,0,5.72461445137404e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd1544",1544,"['NRIP1', 'KLF12', 'LPIN1', 'NCK2', 'RORA', 'RFX7', 'AEBP2', 'CIC', 'CAMTA1', 'UHRF1', 'TAL2', 'DLX2', 'CHD4', 'ZNF217', 'TRAK1', 'DDX21', 'MYT1L', 'TCF4', 'DHX33', 'ZNF503', 'PKNOX2', 'AIM2', 'KAT6A', 'NEUROD1', 'BHLHE23', 'POU2F2', 'FZD1', 'SOX2', 'BCL11A', 'CAMK1D', 'CITED1', 'ZBTB10', 'STAT5B', 'NAB1', 'NFKBIA', 'TSHZ3', 'ZBTB7C', 'SMAD7', 'SFRP2', 'ATXN7', 'PRNP', 'ZFPM2', 'ARID1A', 'PEG3', 'TRERF1', 'ZNF703', 'DNMT3A', 'SOX1', 'IRF2BP2', 'AGT', 'KLF9', 'CSRNP3', 'RORB', 'ARID1B', 'ZNF467', 'BHLHE22', 'FOXG1', 'SRCAP', 'ASCL1', 'FOXQ1', 'MKX', 'CREBBP', 'ADCY8', 'PLCB1', 'CPEB3', 'NR2F2', 'TOX3', 'THRB', 'TLE1', 'MALT1', 'SMARCA2', 'ETV4', 'SSBP3', 'DLX6', 'ELK1', 'NR1D1', 'AUTS2', 'DMRTA2', 'MAP3K5', 'ZBTB18', 'MET', 'ZNF800', 'NCOA2', 'TOX', 'POU3F3', 'NR2F1', 'POU3F2']",3.39315806061844e-07,0.000248718485843332,1.64821733300829,1,1,0,0,1.06884478909481e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd1726",1726,"['PBX3', 'TGFB2', 'EGFR', 'ZBTB38', 'UHRF1', 'MSTN', 'GATAD2A', 'CDK2', 'HIF1A', 'SFRP2', 'ZNF217', 'DDX21', 'ZHX1', 'POU2F2', 'DLX2', 'AIM2', 'BCL11A', 'RORA', 'ZBTB10', 'AEBP2', 'KLF12', 'SOX2', 'CAMK1D', 'AGT', 'FUBP3', 'DHX33', 'PTGIS', 'BHLHE23', 'CSRNP3', 'ZBTB7C', 'SMAD7', 'ATXN7', 'NAB1', 'NFKBIA', 'PRNP', 'KAT6A', 'STAT5B', 'TSHZ3', 'RFX7', 'TAL2', 'THRB', 'TRAK1', 'ZFPM2', 'CAMTA1', 'RORB', 'ZNF467', 'NEUROD1', 'ARID1A', 'PEG3', 'TRERF1', 'ZNF703', 'DNMT3A', 'CITED1', 'SRCAP', 'MKX', 'SMARCA2', 'CREBBP', 'PLCB1', 'NR2F2', 'IRF2BP2', 'KLF9', 'ARID1B', 'ADCY8', 'SOX1', 'CPEB3', 'BHLHE22', 'ASCL1', 'TOX3', 'TLE1', 'FOXG1', 'SSBP3', 'ELK1', 'MALT1', 'FOXQ1', 'DLX6', 'NR1D1', 'AUTS2', 'ETV4', 'DMRTA2', 'ZBTB18', 'MAP3K5', 'ZNF800', 'MET', 'NCOA2', 'POU3F3', 'TOX', 'NR2F1', 'POU3F2']",1.63793120132164e-07,9.48559213953711e-05,1.66716235982448,1,0,0,0,1.03189665683263e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd1909",1909,"['ZHX1', 'HIF1A', 'BMP2', 'PBX3', 'MSTN', 'POU2F2', 'DLX1', 'THRB', 'BCL11A', 'ZNF467', 'ZBTB38', 'ZBTB7C', 'GATAD2A', 'KDM6B', 'RORA', 'SFRP2', 'KLF12', 'CDK2', 'AEBP2', 'DLX2', 'AIM2', 'CSRNP3', 'NFKBIA', 'BHLHE23', 'PTGIS', 'PRNP', 'SMAD7', 'FUBP3', 'NAB1', 'KAT6A', 'DHX33', 'ZNF703', 'CAMK1D', 'ZFPM2', 'ATXN7', 'STAT5B', 'SRCAP', 'RORB', 'NR2F2', 'ARID1A', 'SMARCA2', 'ADCY8', 'TSHZ3', 'DNMT3A', 'TRAK1', 'RFX7', 'TAL2', 'TOX3', 'MKX', 'PLCB1', 'PEG3', 'CREBBP', 'MALT1', 'TRERF1', 'NEUROD1', 'SOX1', 'IRF2BP2', 'KLF9', 'TLE1', 'NR1D1', 'ARID1B', 'CPEB3', 'CAMTA1', 'BHLHE22', 'FOXG1', 'DLX6', 'AUTS2', 'ASCL1', 'ETV4', 'CITED1', 'FOXQ1', 'ELK1', 'DMRTA2', 'SSBP3', 'ZBTB18', 'ZNF800', 'MAP3K5', 'NCOA2', 'MET', 'POU3F3', 'NR2F1', 'TOX', 'POU3F2']",2.39364628711417e-06,0.000509390726529201,1.60102699348433,1,0,0,0,3.01599432176385e-05
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd2091",2091,"['ZBTB7C', 'STAT5B', 'NCK2', 'ZBTB7A', 'BEND6', 'KLF12', 'ZNF703', 'PRNP', 'NAB1', 'ELAVL2', 'SATB1', 'ZBTB38', 'NR2F2', 'ADCY8', 'SRCAP', 'FUBP3', 'BCL11A', 'TOX2', 'SMAD7', 'BMP2', 'MALT1', 'AIM2', 'PTGIS', 'KDM6B', 'DNMT3A', 'MYT1L', 'ZFPM2', 'RORB', 'SFRP2', 'BHLHE23', 'SMARCA2', 'DLX2', 'NR1D1', 'ARID1A', 'TOX3', 'ATXN7', 'DHX33', 'TAL2', 'DMRTA2', 'TLE1', 'TRAK1', 'IRF2BP2', 'DLX1', 'ETV4', 'KLF9', 'FOXQ1', 'SOX1', 'CSRNP3', 'CREBBP', 'RFX7', 'AUTS2', 'DLX6', 'TSHZ3', 'CAMK1D', 'PEG3', 'PLCB1', 'ASCL1', 'ZNF800', 'NEUROD1', 'ARID1B', 'MKX', 'FOXG1', 'TRERF1', 'ELK1', 'BHLHE22', 'MAP3K5', 'CPEB3', 'ZBTB18', 'CAMTA1', 'POU3F3', 'SSBP3', 'CITED1', 'NCOA2', 'POU3F2', 'NR2F1', 'MET', 'TOX']",0.0001007812072833,0.0235035003704756,1.48529010238908,1,0,0,0,0.000334169266255153
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd2274",2274,"['ZBTB38', 'PTGIS', 'KLF12', 'AIM2', 'NR1D1', 'TENM2', 'FOXQ1', 'ETV4', 'SMARCA2', 'BEND6', 'RORB', 'NCK2', 'TRIM37', 'DLX5', 'PRICKLE1', 'ZFPM2', 'IRF2BP2', 'ZBTB7A', 'TAL2', 'TOX3', 'BCL11A', 'TLE1', 'BHLHE23', 'KDM6B', 'SATB1', 'ARID1A', 'ZNF800', 'KLF9', 'BMP2', 'ATXN7', 'SFRP2', 'TRAK1', 'SOX1', 'TOX2', 'POU3F3', 'DHX33', 'DLX6', 'MAP3K5', 'ASCL1', 'AUTS2', 'DLX2', 'CREBBP', 'MAFB', 'ELAVL2', 'MYT1L', 'PEG3', 'NEUROD1', 'ARID1B', 'FOXG1', 'RFX7', 'ELK1', 'BHLHE22', 'PLCB1', 'DLX1', 'TSHZ3', 'ZBTB18', 'TRERF1', 'MKX', 'CSRNP3', 'CAMK1D', 'POU3F2', 'CAMTA1', 'NCOA2', 'CPEB3', 'CITED1', 'SSBP3', 'NR2F1', 'TOX', 'MET']",0.0058791064278791,0.271719857804611,1.32615187713311,1,0,0,0,0.0161036393459297
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd2456",2456,"['MICAL2', 'BEND6', 'ZFPM2', 'TLE1', 'MRGBP', 'HAS3', 'MAP3K5', 'KLF9', 'NCK2', 'BHLHE23', 'KDM6B', 'TENM2', 'MAFA', 'ATXN7', 'ASCL1', 'MXD1', 'SATB2', 'ARID1A', 'LDB1', 'BCL11A', 'ZBTB7A', 'DLX6', 'HLF', 'NR4A2', 'DLX5', 'PRICKLE1', 'SATB1', 'PRDM8', 'TRAK1', 'SOX1', 'BMP2', 'SFRP2', 'AUTS2', 'DHX33', 'DLX2', 'CREBBP', 'ELK1', 'BHLHE22', 'NEUROD1', 'TOX2', 'POU3F2', 'PEG3', 'FOXG1', 'ARID1B', 'TRIM37', 'RFX7', 'DLX1', 'PLCB1', 'ZBTB18', 'NCOA2', 'TRERF1', 'MKX', 'CAMTA1', 'TSHZ3', 'MYT1L', 'MAFB', 'ELAVL2', 'CITED1', 'TOX', 'CSRNP3', 'CAMK1D', 'NR2F1', 'CPEB3', 'SSBP3', 'MET']",0.0290986303453041,0.342784212850734,1.24476349478198,1,0,0,0,0.0733285484701663
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd2639",2639,"['NCK2', 'HAS3', 'TENM2', 'EMX1', 'DLX6', 'CAMK2A', 'ARID1A', 'ZBTB7A', 'BCL11A', 'MAFA', 'SFRP2', 'NR4A2', 'SIAH2', 'BMP2', 'DHX33', 'BHLHE22', 'SATB1', 'LDB1', 'PRICKLE1', 'AUTS2', 'CUX2', 'DLX5', 'TRAK1', 'MXD1', 'PEG3', 'CREBBP', 'ELK1', 'MICAL2', 'SOX1', 'NEUROD1', 'ARID1B', 'HLF', 'DLX2', 'TOX', 'FOXG1', 'DLX1', 'SATB2', 'RFX7', 'PRDM8', 'TOX2', 'PLCB1', 'CAMTA1', 'NCOA2', 'CITED1', 'TRERF1', 'ZBTB18', 'TSHZ3', 'TRIM37', 'MKX', 'CSRNP3', 'ELAVL2', 'MYT1L', 'CPEB3', 'SSBP3', 'MAFB', 'MET', 'NR2F1', 'CAMK1D']",0.210579721538237,0.549344713425872,1.10671667444202,1,0,0,0,0.473804373461033
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd2821",2821,"['FOXP2', 'DLX6', 'ARID1A', 'BHLHE22', 'CAMTA2', 'BMP2', 'DHX33', 'SFRP2', 'ACTL6B', 'NR4A2', 'BCL11A', 'ZNF441', 'EMX1', 'CREBBP', 'SIAH2', 'PRICKLE1', 'SATB1', 'ARID1B', 'PEG3', 'MAFA', 'CAMK2A', 'LDB1', 'NEUROD1', 'TRAK1', 'ELK1', 'DLX5', 'FOXG1', 'AUTS2', 'DLX2', 'MXD1', 'DLX1', 'RFX7', 'CAMTA1', 'CITED1', 'SOX1', 'HLF', 'CUX2', 'TOX2', 'PLCB1', 'MICAL2', 'NCOA2', 'TSHZ3', 'TRERF1', 'PRDM8', 'ZBTB18', 'SATB2', 'TRIM37', 'CSRNP3', 'MKX', 'SSBP3', 'CPEB3', 'ELAVL2', 'MET', 'MAFB', 'CAMK1D', 'MYT1L', 'NR2F1']",0.297754077729198,0.647173246571225,1.07220790066081,1,0,0,0,0.646845065411706
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd3004",3004,"['DHX33', 'FOXP2', 'DLX6', 'NR4A2', 'SFRP2', 'CREBBP', 'ARID1B', 'SATB1', 'PEG3', 'PRICKLE1', 'BCL11A', 'NEUROD1', 'CAMTA2', 'SIAH2', 'LDB1', 'EMX1', 'FOXG1', 'ACTL6B', 'TRAK1', 'MAFA', 'ELK1', 'ZNF441', 'CAMK2A', 'DLX5', 'CITED1', 'DLX2', 'CAMTA1', 'DLX1', 'RFX7', 'MXD1', 'AUTS2', 'PLCB1', 'TSHZ3', 'HLF', 'TOX2', 'NCOA2', 'TRERF1', 'SOX1', 'ZBTB18', 'CUX2', 'CSRNP3', 'MICAL2', 'TRIM37', 'PRDM8', 'SSBP3', 'MKX', 'CPEB3', 'SATB2', 'ELAVL2', 'MAFB', 'MET', 'CAMK1D', 'MYT1L', 'NR2F1']",0.473109034796872,0.829307954176816,1.01577590588919,1,0,0,0,0.961479651361385
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd3186",3186,"['KLF13', 'ARID1B', 'ID2', 'SFRP2', 'DLX6', 'FOXP2', 'PEG3', 'NEUROD1', 'PRICKLE1', 'BCL11A', 'FOXG1', 'SIAH2', 'CAMTA2', 'ACTL6B', 'EMX1', 'LDB1', 'TRAK1', 'CITED1', 'DLX2', 'ELK1', 'DLX5', 'CAMTA1', 'DLX1', 'MAFA', 'CAMK2A', 'ZNF441', 'RFX7', 'TSHZ3', 'MXD1', 'PLCB1', 'ZBTB18', 'HLF', 'TOX2', 'AUTS2', 'TRERF1', 'CUX2', 'SOX1', 'NCOA2', 'CSRNP3', 'TRIM37', 'MICAL2', 'SSBP3', 'PRDM8', 'CPEB3', 'MKX', 'ELAVL2', 'SATB2', 'MAFB', 'MET', 'CAMK1D', 'MYT1L', 'NR2F1']",0.573969891213619,0.862153604345937,0.985141394441736,1,0,0,0,0.999951067818562
"regulation of RNA biosynthetic process (GO:2001141)","GO:BP","GO:2001141","""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]","agepcd3369",3369,"['PRICKLE1', 'ZNF33B', 'SFRP2', 'FOXG1', 'NEUROD1', 'PEG3', 'KLF13', 'FOXP2', 'DLX6', 'BCL11A', 'SIAH2', 'ID2', 'CAMTA2', 'ACTL6B', 'LDB1', 'EMX1', 'CITED1', 'CAMTA1', 'TRAK1', 'ELK1', 'TSHZ3', 'DLX2', 'RFX7', 'DLX1', 'ZBTB18', 'DLX5', 'PLCB1', 'CAMK2A', 'ZNF441', 'MXD1', 'HLF', 'MAFA', 'TOX2', 'AUTS2', 'TRERF1', 'SOX1', 'CSRNP3', 'NCOA2', 'TRIM37', 'CUX2', 'SSBP3', 'MICAL2', 'CPEB3', 'PRDM8', 'ELAVL2', 'MKX', 'SATB2', 'MAFB', 'MET', 'NR2F1', 'CAMK1D', 'MYT1L']",0.562428688386118,0.865092896456821,0.98867236718167,1,0,0,0,0.999951067818562
