"MFC" "OFC" "DFC" "VFC" "M1C" "S1C" "IPC" "A1C" "STC" "ITC" "V1C"
5.40716656850457 3.30829210495983 4.27085935798994 4.46959732472691 4.52853766851647 4.47887611671101 3.92272522178909 3.6173158633141 5.05928576583798 4.74063898577248 3.38045642921702
0.128014737634727 0.0980899834429558 0.165554294619772 0.0816320498249654 0.199916120098028 0.0578533092090536 0.144442635878203 0.0860528768580031 0.0899370386402905 0.141706324049559 0.0898198723546919
9.20870112970684 11.6212654023344 10.3084753096688 10.001192453184 10.0636117159769 11.0342466122402 10.9329814045291 10.5567337913124 9.56022613003335 10.0103529389826 10.674301360556
1.62243221232212 1.90713112340993 1.76360517776635 1.81547113125397 2.0022955727029 2.02548376873883 1.74971602998005 1.79809114567212 1.95182155663437 1.88681747208611 1.74082385091976
0.219389418639351 0.23643056124482 0.242079989304575 0.19369220015652 0.299494495456627 0.256597354702498 0.269877851404824 0.201629579702182 0.211854564847087 0.252145908169759 0.208040179100515
1.40144185121329 1.05894127458997 1.41193301722124 1.52823130575345 1.86203892474708 1.67881801377166 1.55833932269665 1.1258343503339 1.53889707268681 1.33220164177812 1.58166914837831
2.4434425650278 1.52485056838875 1.82344131639788 2.09012718250794 2.35363403481775 2.52964961939221 2.42117192536189 1.67487158334508 2.5568925727876 1.56027328662829 2.07042779097674
7.16365570172592 6.51006266827541 6.91704545404089 6.90311223819813 7.82044617790834 7.445019998408 7.1375262274515 6.56849584024742 6.41489434856563 6.15590859620532 6.83271657095673
8.14850016995162 7.9476443388503 7.43688715849124 7.6660118233767 8.1251357954994 7.68656298821254 8.41426758909299 8.1720365919125 7.70271729846118 8.41575352636094 8.15888125921714
6.47226664535275 5.30453182333037 5.83423008817648 5.02008270757618 4.86037911675681 5.18125631467864 5.51604175744066 5.68470879752612 4.68202092105607 5.77212143019127 6.02141952139593
3.53527604198915 4.20601495272727 4.3104595583144 4.45029272103094 4.79648687407189 4.46872724835894 4.52390151455664 4.72916265695553 4.50844632049966 4.14418641537042 4.70203932448642
24.8320111047127 28.7091259275053 25.1914339356361 25.1064008208271 31.4141142025043 28.8901767213713 24.5821992496012 28.6478797222252 21.1346800674479 22.4541232817197 29.3094331663691
5.06077326852208 6.97039618234398 5.16991859723961 4.98171968790853 5.52833917318902 5.64076189620697 4.91562911021308 4.93066436727615 4.00261941862825 5.00580510317055 5.54132389705579
15.8761187673449 16.5234620599102 16.2589553211388 15.5450728568712 17.8807352675976 18.0112752485039 17.2182225002345 17.9592460592016 13.8243387889963 14.1154981443649 16.6299027287143
0.943549961217988 0.629027999691164 0.996042289272531 0.910383507067322 0.957816569314996 1.05519027961402 1.04331700244009 0.794795231946445 1.01486252484912 0.754453542011454 1.33536330173932
0.23041667435151 0.185707522770103 0.179864373831033 0.110528785857783 0.191100689360303 0.185836212440184 0.105794854100881 0.164137811884256 0.150158870493789 0.102328652411157 0.208362161797811
16.1060432881208 14.4372687785221 14.422960722826 14.120317152622 14.5314150499039 14.9702654572385 14.8835875491588 14.3592714412195 12.8738328861775 14.937186001176 14.0801748592328
1.7305250001862 1.13559515180832 2.0180606715122 1.92481771880147 1.45660444690046 1.32617665175688 1.83668643149003 1.68215587536352 1.47151049587016 1.12153748147335 2.00635283038571
4.13270327492066 4.36790290851876 4.24903827338012 4.06574584346075 3.70357559401335 3.83509248046702 3.88526251216738 4.56521094582776 3.5704356307608 3.88362523340253 4.76317310482901
1.08675854134013 1.49008835849148 0.948827465132481 0.798686741751137 0.914898121606619 0.970163088631914 0.883082930651898 1.01456544211412 0.868833049000458 1.07605307126555 1.03908697338527
0.148986953900993 0.0438780543571773 0.103757699802518 0.0418941474074459 0.0520866236046615 0.0325384336712935 0.0247390003562571 0.0308969638069512 0.031166916438355 0.0281625042591458 0.0365447905060203
16.6668421088495 13.7359756896065 15.4049166812885 15.2985915466111 18.218555334097 16.5581849112897 15.4289831443194 15.9926769537069 17.7372236983277 15.7751305078653 13.8688358394143
13.9648708119987 12.5598446227675 13.0076790747077 13.3814502612131 14.8541384860711 14.4647902203978 13.2549425001861 12.2847998062086 12.1227655967056 11.8382660829634 12.0031462219848
0.0156716425051591 0.0166081635846376 0.0164373446480599 0.0241142002709642 0.0200680876252513 0.0213245126127422 0.0213031825366321 0.0205286439173278 0.0261208245433537 0.020012979130934 0.0240551553884683
2.1345233384346 2.17798549333946 2.83932358598802 3.04557265683779 3.07043346423022 3.67632136698073 3.3816649219687 3.7584591157424 3.73687051308017 2.96555497287853 6.08117489262401
0.197162548689962 0.0159571470481752 0.0510313654338734 0.0337540370533613 0.019468830477626 0.0240011556733386 0.019492832089957 0.0324916561472191 0.0217700595356567 0.0244271207538425 0.0527374377372261
0.691309832747346 0.325676375112058 0.495409813632467 0.639628859738171 0.521224168751764 0.37984118901908 0.669771912229188 0.694935520872808 0.693589314498233 0.889314896470405 0.436829028782945
6.29946572340293 7.03057330177011 7.79667769291724 7.58895464260127 5.68868923187056 5.87682469501745 7.22456833402942 7.84603892997879 8.47876438657493 7.45776960320874 9.6619687654258
2.94054259494386 3.04366269151587 3.22633325915712 3.45236310142955 3.53892084160556 3.56231215278143 3.32826410579392 3.08072695536104 3.20033506025258 2.93681031698682 3.16578441733013
26.6576578513949 27.3331583294945 27.5052731804895 28.3497685600933 22.822007966617 22.8075615703798 27.2329879145809 27.3595703722047 27.5538132062642 29.3743690340334 22.4055277345435
11.7710276829806 9.64535150633729 11.4173104718303 11.8042402777104 14.3187255040322 13.0222271195814 11.8656042331188 11.187183436464 13.3149799510077 11.2460889298386 12.0258191548757
3.16729252989858 2.08805701053729 2.45468260280415 2.42501510998833 2.29751554118508 2.27672149323273 2.38819522903105 2.42996788390218 2.94367826517323 3.41861787854749 1.58546972746935
9.75650556171961 10.5043225554609 10.0388270233516 10.1152750828852 9.98785587104943 9.38681719864938 10.2211373907241 9.88128027904684 9.2551834462226 9.21224131641471 9.27572456016166
2.70049875249552 1.94617543408193 2.18401646972309 2.49168550102437 2.09277868779545 1.90158612586496 2.11472445723519 1.99457332310432 2.87459985308597 2.64686981596017 1.84583673050253
6.90689035830605 13.484966065743 11.6996442014182 13.5191886935778 6.95210386694161 8.40736632610604 15.1893261979547 18.2456902743119 17.5969204783825 20.8605602426943 13.2316146662913
6.16083948559552 8.28123551983475 7.24329528653053 7.11052595270166 6.51661436956566 7.00216701694358 6.9436673987429 7.62286628010811 7.02834120889711 7.11696414354184 8.25285442124839
20.9612467095047 25.6221634583773 23.6207385832055 23.5198241491 21.6401584996237 19.3645340934852 22.9130812553842 26.5711058003013 25.5256214296258 25.2367733780904 18.9618004841249
5.75284654925864 6.20893440180776 6.77990195125207 6.34015296354381 5.71468880314335 5.93173034337787 5.74518901051766 5.90307371685838 6.09496106941746 5.50886374508419 6.19253602215989
0.889460056596754 0.676672677539975 0.692720903757876 0.730425314945087 0.88157380891805 0.871557732281557 0.769447150250545 0.546146024988229 0.749490128387091 0.715738758010199 0.675475501537131
2.65055987212962 2.56737626888703 2.17474471393433 2.36233991451552 2.95494997909109 3.14317385436375 2.37234577999164 2.34141371020808 2.33222190026423 2.49577001832839 2.19112783940659
0.549174729517847 0.324786711314778 0.391740074031632 0.416680633961357 0.54125726422447 0.447964045178351 0.445492745505484 0.279807992282095 0.460430994956383 0.506957049307838 0.30217379884902
3.14137167789143 3.59288986559657 3.57387437808498 3.27024012980259 3.50218498197663 3.25558978468483 3.30782862710606 3.221359490778 3.50696244080064 3.33709682932472 3.37458569269435
7.30555040458383 8.7574987081568 6.83629385526187 7.04733754052306 7.68218326042214 7.14577270681041 5.90697816376266 6.62630474558781 6.35447166984543 5.7695710798718 6.77336148886683
5.01246957777973 4.73876765490115 5.06465687497016 5.24943624659126 4.68935843566873 4.31003542655903 6.13325556857653 6.17317884381151 5.7701893487881 6.19961612444536 5.11587130205186
2.89641290645157 2.01335529492495 2.41475360441808 2.62709470151411 2.44148874537513 2.58813831255141 2.49496155732807 1.92867735179727 2.49663176673293 2.49108474908543 2.3439821761061
57.0559467727366 63.9066321886262 63.0613043843578 65.5562638253952 62.2681656230556 61.6269989653874 63.7014274386235 62.336718742317 69.6714234075942 57.6199238796485 63.27673172394
1.27785852596769 1.33964545558777 1.36082595224967 1.3695482546616 1.20828579316578 1.07865458634087 1.07829033043444 1.28673837141898 1.49159401139812 1.43635355089662 1.21542086708923
40.9061930203032 40.6480137175975 42.3117418270748 40.9647018507951 39.1157995155186 40.9480213737656 39.1315064342611 39.9912474190002 40.2132951947962 41.801288701781 42.1545285010831
9.7863611414949 10.1823221314203 10.6015137101288 9.67112927112871 7.63404090908409 8.40191182005667 9.33226608777579 9.10852492562814 9.48806776178939 10.1452841420992 8.82251581583999
7.83154117536533 6.41924240143001 6.47757525211405 6.72100028372734 8.61163100278696 8.38182950881857 6.69328282501001 6.13497681572284 6.94136497314887 6.76881891171878 7.52378346950567
2.62589375925113 1.83134149876474 2.40273840003234 1.94099784623191 2.09397149431012 2.30164638062191 1.57831716372502 1.40202879344404 1.48589842307118 1.7071742524926 1.37172998533672
27.3489369020728 28.0531320063484 27.2748505367175 28.5847711343628 30.3785646915467 31.8135702583788 29.0755319376809 27.65807273059 26.4854691403809 26.3240658324339 32.450081953868
12.2503250373247 13.4049346859706 13.6311141334738 13.2891607340111 12.3297779654893 12.3240057687993 12.4567719838833 12.8346380086845 12.1745847565663 10.684661110754 13.6508084118861
6.45760700621504 9.45498934372073 6.55009031190204 6.42659080791662 6.21177541896088 6.73965433983756 5.49685246633908 5.96258545748109 5.36501804283603 5.19277159453148 6.8863436390529
13.4053845115059 18.9617496517096 17.1658434218068 19.4770940792008 15.8736510582209 17.5796098105148 20.0161142921086 22.0619346649909 22.2573496208984 17.4095048369009 25.2034929403727
1.94807362673709 2.15605472198211 1.88926375496901 1.67035682180146 1.65835971470385 1.67487523945346 1.83356461773869 1.51533688839472 1.53719862127423 1.60025989947501 1.69415842600727
7.64901876827055 8.15051397669657 7.9801974674988 8.31325263836391 7.93427095154492 7.28946342644687 7.90335418755103 7.27313877048923 8.11334721556089 7.96037907221344 7.17873604690041
